OrderID,OrderDate,CustomerID,PaymentMethod,OrderStatus
O02447,2025-06-11,C0640,Credit Card,Delivered
O02448,2025-06-23,C0028,Net Banking,Delivered
O02449,2025-02-22,C0577,Credit Card,Delivered
O02450,2025-03-19,C0017,Credit Card,Delivered
O02451,2025-11-15,C0351,UPI,Delivered
O02452,2025-07-11,C0428,UPI,Delivered
O02453,2026-04-19,C0650,Debit Card,Delivered
O02454,2024-08-23,C0831,Debit Card,Delivered
O02455,2025-03-14,C0229,COD,Delivered
O02456,2024-08-01,C0766,Debit Card,Delivered
O02457,2024-03-25,C0989,Credit Card,Delivered
O02458,2026-03-04,C0210,COD,Delivered
O02459,2026-01-13,C0431,UPI,Delivered
O02460,2024-03-25,C0294,Credit Card,Delivered
O02461,2026-07-09,C0743,UPI,Delivered
O02462,2025-05-03,C0753,UPI,Delivered
O02463,2024-03-05,C0582,Net Banking,Delivered
O02464,2025-10-07,C0104,Credit Card,Returned
O02465,2025-10-24,C0204,Credit Card,Delivered
O02466,2025-09-18,C0053,Credit Card,Cancelled
O02467,2024-03-04,C0974,Credit Card,Delivered
O02468,2024-12-08,C0940,UPI,Delivered
O02469,2026-07-27,C0375,Debit Card,Delivered
O02470,2026-05-24,C0842,Credit Card,Delivered
O02471,2026-07-07,C0054,Net Banking,Delivered
O02472,2024-12-17,C0276,UPI,Returned
O02473,2024-06-06,C0335,UPI,Delivered
O02474,2025-08-11,C0031,Debit Card,Delivered
O02475,2025-05-05,C0135,Net Banking,Delivered
O02476,2025-10-19,C0058,Credit Card,Cancelled
O02477,2026-05-04,C0105,Debit Card,Delivered
O02478,2025-04-07,C0266,COD,Delivered
O02479,2024-08-12,C0522,COD,Delivered
O02480,2026-07-05,C0496,Debit Card,Delivered
O02481,2024-11-08,C0253,Debit Card,Delivered
O02482,2025-09-06,C0295,UPI,Delivered
O02483,2026-07-07,C0668,Net Banking,Delivered
O02484,2026-05-08,C0158,Credit Card,Delivered
O02485,2026-03-23,C0549,COD,Delivered
O02486,2026-07-28,C0631,UPI,Cancelled
O02487,2025-04-10,C0067,Credit Card,Delivered
O02488,2024-03-28,C0754,Credit Card,Delivered
O02489,2026-06-01,C0299,Credit Card,Delivered
O02490,2024-10-29,C0463,UPI,Delivered
O02491,2025-11-10,C0725,Credit Card,Delivered
O02492,2025-03-10,C0820,Net Banking,Delivered
O02493,2025-11-12,C0101,Debit Card,Delivered
O02494,2024-05-14,C0056,UPI,Delivered
O02495,2024-02-19,C0332,Debit Card,Delivered
O02496,2025-03-07,C0836,UPI,Delivered
O02497,2024-12-05,C0751,UPI,Delivered
O02498,2024-12-12,C0393,Debit Card,Delivered
O02499,2025-10-07,C0743,Net Banking,Delivered
O02500,2024-12-12,C0874,Credit Card,Delivered
O02501,2025-10-10,C0381,Credit Card,Delivered
O02502,2024-09-01,C0092,UPI,Delivered
O02503,2024-04-18,C0791,Credit Card,Delivered
O02504,2026-04-04,C0447,UPI,Delivered
O02505,2026-03-09,C0109,COD,Delivered
O02506,2025-06-16,C0317,Net Banking,Delivered
O02507,2024-03-30,C0168,Debit Card,Returned
O02508,2024-10-22,C0812,Credit Card,Delivered
O02509,2024-04-21,C0982,Net Banking,Delivered
O02510,2026-03-23,C0920,Credit Card,Delivered
O02511,2025-08-11,C0435,UPI,Delivered
O02512,2024-06-25,C0442,UPI,Delivered
O02513,2024-12-08,C0218,Debit Card,Delivered
O02514,2025-10-21,C0222,COD,Delivered
O02515,2024-04-10,C0673,UPI,Delivered
O02516,2026-01-27,C0528,UPI,Returned
O02517,2025-09-20,C0278,Credit Card,Delivered
O02518,2025-08-26,C0569,Net Banking,Delivered
O02519,2025-02-04,C0574,UPI,Delivered
O02520,2024-01-28,C0875,UPI,Delivered
O02521,2026-07-25,C0466,Debit Card,Delivered
O02522,2025-06-20,C0839,Credit Card,Delivered
O02523,2024-02-27,C0754,UPI,Delivered
O02524,2025-05-12,C0602,UPI,Delivered
O02525,2024-10-23,C0584,Debit Card,Delivered
O02526,2024-05-13,C0838,Credit Card,Delivered
O02527,2024-11-26,C0030,COD,Delivered
O02528,2024-09-05,C0359,Debit Card,Delivered
O02529,2025-07-03,C0919,UPI,Delivered
O02530,2026-06-20,C0288,Credit Card,Delivered
O02531,2026-07-29,C0086,Credit Card,Delivered
O02532,2024-03-15,C0234,UPI,Delivered
O02533,2025-10-15,C0747,COD,Returned
O02534,2026-04-13,C0313,Net Banking,Delivered
O02535,2024-06-16,C0365,UPI,Returned
O02536,2026-02-09,C0777,UPI,Delivered
O02537,2025-05-17,C0799,UPI,Delivered
O02538,2026-06-03,C0839,UPI,Delivered
O02539,2024-12-20,C0905,Credit Card,Delivered
O02540,2024-08-12,C0269,Credit Card,Delivered
O02541,2025-10-25,C0698,COD,Delivered
O02542,2025-06-14,C0131,UPI,Returned
O02543,2024-05-25,C0803,Credit Card,Delivered
O02544,2024-08-28,C0993,COD,Delivered
O02545,2026-06-02,C0789,Credit Card,Delivered
O02546,2026-06-11,C0832,UPI,Delivered
O02547,2024-12-09,C0351,UPI,Delivered
O02548,2026-01-18,C0180,UPI,Delivered
O02549,2024-02-04,C0802,COD,Delivered
O02550,2025-12-02,C0480,COD,Delivered
O02551,2024-01-01,C0889,COD,Delivered
O02552,2024-06-01,C0163,Net Banking,Delivered
O02553,2025-03-04,C0783,Credit Card,Delivered
O02554,2025-05-22,C0888,COD,Cancelled
O02555,2024-05-05,C0096,COD,Cancelled
O02556,2025-05-05,C0774,Credit Card,Delivered
O02557,2025-04-26,C0510,UPI,Delivered
O02558,2024-12-10,C0365,Credit Card,Delivered
O02559,2026-06-30,C0981,UPI,Delivered
O02560,2026-01-07,C0353,UPI,Delivered
O02561,2024-08-08,C0800,COD,Cancelled
O02562,2026-07-03,C0436,COD,Delivered
O02563,2026-07-07,C0083,UPI,Delivered
O02564,2025-12-23,C0225,Credit Card,Delivered
O02565,2024-01-25,C0412,Net Banking,Returned
O02566,2025-06-11,C0735,Debit Card,Cancelled
O02567,2024-06-30,C0981,Credit Card,Delivered
O02568,2025-05-13,C0118,Debit Card,Delivered
O02569,2026-04-20,C0482,COD,Delivered
O02570,2025-10-02,C0192,COD,Delivered
O02571,2024-02-11,C0591,Credit Card,Delivered
O02572,2026-07-03,C0590,UPI,Delivered
O02573,2025-04-25,C0659,COD,Delivered
O02574,2026-07-18,C0107,UPI,Delivered
O02575,2026-04-27,C0382,Debit Card,Delivered
O02576,2026-01-17,C0783,UPI,Delivered
O02577,2026-05-21,C0390,Credit Card,Delivered
O02578,2025-03-14,C0244,Credit Card,Delivered
O02579,2025-02-05,C0585,UPI,Delivered
O02580,2025-06-29,C0869,COD,Delivered
O02581,2024-12-10,C0468,UPI,Cancelled
O02582,2026-06-11,C0866,COD,Delivered
O02583,2024-02-14,C0934,COD,Delivered
O02584,2025-10-07,C0538,UPI,Delivered
O02585,2024-01-21,C0210,Debit Card,Delivered
O02586,2025-09-25,C0604,UPI,Delivered
O02587,2024-03-10,C0637,Net Banking,Delivered
O02588,2026-05-13,C0947,Credit Card,Delivered
O02589,2026-05-22,C0073,UPI,Returned
O02590,2024-02-17,C0992,Credit Card,Delivered
O02591,2025-05-05,C0635,Debit Card,Delivered
O02592,2025-07-04,C0309,COD,Delivered
O02593,2024-10-13,C0696,UPI,Delivered
O02594,2024-01-10,C0699,Credit Card,Delivered
O02595,2025-06-25,C0710,UPI,Delivered
O02596,2026-01-25,C0590,Net Banking,Delivered
O02597,2024-09-30,C0860,UPI,Delivered
O02598,2025-08-22,C0186,Debit Card,Delivered
O02599,2026-01-25,C0856,UPI,Delivered
O02600,2025-01-15,C0253,Credit Card,Cancelled
O02601,2024-11-24,C0013,Net Banking,Delivered
O02602,2025-04-23,C0299,Net Banking,Delivered
O02603,2024-01-15,C0076,Net Banking,Delivered
O02604,2025-05-30,C0051,Credit Card,Cancelled
O02605,2024-07-09,C0787,COD,Delivered
O02606,2024-06-16,C0149,Credit Card,Returned
O02607,2025-06-04,C0731,COD,Returned
O02608,2025-09-12,C0122,Credit Card,Delivered
O02609,2024-05-16,C0211,Credit Card,Delivered
O02610,2024-06-02,C0280,UPI,Delivered
O02611,2025-01-22,C0538,Credit Card,Delivered
O02612,2024-07-27,C0685,UPI,Delivered
O02613,2024-09-28,C0156,COD,Delivered
O02614,2024-05-22,C0238,Debit Card,Delivered
O02615,2025-09-02,C0376,COD,Delivered
O02616,2026-06-07,C0082,UPI,Delivered
O02617,2026-03-30,C0492,UPI,Delivered
O02618,2024-03-09,C0356,COD,Delivered
O02619,2024-09-03,C0925,Credit Card,Delivered
O02620,2024-09-17,C0273,Credit Card,Delivered
O02621,2026-02-26,C0580,COD,Delivered
O02622,2024-03-19,C0044,Credit Card,Delivered
O02623,2025-10-19,C0573,UPI,Delivered
O02624,2025-09-14,C0123,COD,Delivered
O02625,2026-02-08,C0349,UPI,Delivered
O02626,2025-08-27,C0708,COD,Delivered
O02627,2025-06-08,C0330,UPI,Delivered
O02628,2026-02-10,C0409,Debit Card,Delivered
O02629,2026-07-26,C0991,UPI,Delivered
O02630,2025-09-12,C0323,Debit Card,Delivered
O02631,2024-11-25,C0111,UPI,Delivered
O02632,2024-07-07,C0770,Net Banking,Delivered
O02633,2024-04-04,C0089,Credit Card,Delivered
O02634,2025-09-08,C0433,UPI,Delivered
O02635,2024-01-08,C0710,Debit Card,Delivered
O02636,2024-03-07,C0794,Credit Card,Delivered
O02637,2025-05-10,C0712,UPI,Returned
O02638,2024-07-09,C0099,UPI,Delivered
O02639,2024-12-31,C0539,Credit Card,Delivered
O02640,2026-02-06,C0601,UPI,Delivered
O02641,2025-06-04,C0146,UPI,Delivered
O02642,2024-04-26,C0694,UPI,Delivered
O02643,2024-09-23,C0257,Debit Card,Returned
O02644,2025-09-02,C0189,Credit Card,Delivered
O02645,2025-04-29,C0240,UPI,Delivered
O02646,2025-05-23,C0871,COD,Delivered
O02647,2024-10-24,C0899,COD,Delivered
O02648,2026-06-27,C0503,UPI,Delivered
O02649,2024-06-12,C0708,UPI,Delivered
O02650,2025-01-10,C0809,COD,Delivered
O02651,2025-10-14,C0677,Credit Card,Delivered
O02652,2024-09-24,C0819,UPI,Delivered
O02653,2025-07-02,C0271,Credit Card,Delivered
O02654,2024-03-14,C0520,Net Banking,Delivered
O02655,2025-05-22,C0550,UPI,Delivered
O02656,2024-03-13,C0114,Net Banking,Returned
O02657,2024-11-03,C0339,Debit Card,Delivered
O02658,2024-07-17,C0568,Credit Card,Delivered
O02659,2024-05-09,C0943,COD,Cancelled
O02660,2026-01-27,C0986,UPI,Delivered
O02661,2026-04-03,C0359,Credit Card,Delivered
O02662,2025-07-25,C0650,Credit Card,Delivered
O02663,2026-03-01,C0614,Credit Card,Delivered
O02664,2025-09-06,C0334,UPI,Returned
O02665,2026-03-18,C0689,Credit Card,Delivered
O02666,2026-04-11,C0169,UPI,Delivered
O02667,2025-05-01,C0339,UPI,Delivered
O02668,2026-05-02,C0798,UPI,Delivered
O02669,2024-05-30,C0261,Debit Card,Returned
O02670,2025-10-30,C0887,UPI,Delivered
O02671,2024-07-24,C0735,Debit Card,Delivered
O02672,2024-06-27,C0199,UPI,Delivered
O02673,2024-07-15,C0211,UPI,Cancelled
O02674,2026-01-04,C0287,UPI,Delivered
O02675,2024-03-29,C0692,UPI,Delivered
O02676,2026-03-09,C0762,Credit Card,Delivered
O02677,2025-03-09,C0743,Credit Card,Delivered
O02678,2026-02-26,C0472,COD,Delivered
O02679,2026-01-17,C0482,COD,Delivered
O02680,2024-07-01,C0023,Credit Card,Cancelled
O02681,2024-07-27,C0560,Net Banking,Delivered
O02682,2025-05-07,C0109,UPI,Delivered
O02683,2024-05-09,C0296,Credit Card,Delivered
O02684,2025-10-26,C0006,Debit Card,Delivered
O02685,2024-01-13,C0550,UPI,Cancelled
O02686,2025-09-25,C0681,UPI,Delivered
O02687,2026-05-20,C0868,UPI,Delivered
O02688,2026-01-01,C0795,Credit Card,Delivered
O02689,2024-04-15,C0203,Credit Card,Cancelled
O02690,2025-01-09,C0325,Credit Card,Returned
O02691,2025-08-04,C0825,Credit Card,Delivered
O02692,2025-12-07,C0785,Credit Card,Delivered
O02693,2025-11-28,C0244,Net Banking,Delivered
O02694,2024-04-08,C0327,UPI,Delivered
O02695,2025-08-16,C0987,Net Banking,Delivered
O02696,2025-08-09,C0047,Debit Card,Returned
O02697,2026-06-04,C0761,Debit Card,Delivered
O02698,2026-05-01,C0591,Debit Card,Delivered
O02699,2024-07-10,C0622,Credit Card,Delivered
O02700,2024-11-20,C0013,UPI,Delivered
O02701,2025-12-26,C0907,Credit Card,Delivered
O02702,2026-04-06,C0380,COD,Delivered
O02703,2025-04-11,C0365,Credit Card,Delivered
O02704,2026-06-12,C0602,UPI,Delivered
O02705,2025-01-01,C0342,UPI,Delivered
O02706,2024-11-13,C0860,COD,Delivered
O02707,2024-05-23,C0792,UPI,Delivered
O02708,2025-01-18,C0221,UPI,Delivered
O02709,2024-08-03,C0073,Credit Card,Delivered
O02710,2024-12-26,C0746,COD,Delivered
O02711,2024-11-19,C0772,UPI,Delivered
O02712,2024-01-15,C0625,Credit Card,Delivered
O02713,2024-08-04,C0046,Debit Card,Delivered
O02714,2025-05-06,C0504,UPI,Delivered
O02715,2025-06-30,C0274,COD,Delivered
O02716,2024-07-01,C0555,Credit Card,Delivered
O02717,2024-09-26,C0208,Credit Card,Delivered
O02718,2025-04-11,C0929,COD,Delivered
O02719,2026-05-19,C0861,COD,Delivered
O02720,2025-09-03,C0615,Credit Card,Delivered
O02721,2025-06-02,C0124,UPI,Delivered
O02722,2025-06-25,C0010,Net Banking,Delivered
O02723,2025-04-11,C0329,Credit Card,Cancelled
O02724,2024-10-31,C0187,COD,Delivered
O02725,2024-05-23,C0543,COD,Delivered
O02726,2024-04-20,C0668,UPI,Returned
O02727,2024-08-19,C0060,COD,Delivered
O02728,2025-11-21,C0761,Credit Card,Delivered
O02729,2025-08-06,C0899,Debit Card,Cancelled
O02730,2025-12-22,C0886,UPI,Delivered
O02731,2026-01-01,C0951,COD,Delivered
O02732,2025-08-14,C0782,Debit Card,Delivered
O02733,2025-05-14,C0442,Debit Card,Delivered
O02734,2025-08-17,C0217,COD,Delivered
O02735,2025-07-07,C0911,Credit Card,Delivered
O02736,2024-09-29,C0002,Credit Card,Delivered
O02737,2025-12-03,C0536,COD,Delivered
O02738,2024-06-21,C0718,Debit Card,Delivered
O02739,2024-01-07,C0832,COD,Returned
O02740,2024-06-03,C0711,COD,Delivered
O02741,2025-06-05,C0356,Credit Card,Delivered
O02742,2025-06-29,C0626,Credit Card,Delivered
O02743,2025-07-01,C0792,UPI,Delivered
O02744,2026-07-09,C0667,Debit Card,Delivered
O02745,2025-06-01,C0165,Credit Card,Delivered
O02746,2026-07-08,C0998,Net Banking,Returned
O02747,2026-07-02,C0734,UPI,Delivered
O02748,2024-08-02,C0091,UPI,Delivered
O02749,2024-05-13,C0167,UPI,Delivered
O02750,2024-10-11,C0959,UPI,Delivered
O02751,2024-05-05,C0207,Debit Card,Delivered
O02752,2026-07-09,C0282,UPI,Delivered
O02753,2025-03-14,C0065,UPI,Returned
O02754,2026-04-28,C0888,UPI,Delivered
O02755,2025-11-16,C0516,Net Banking,Delivered
O02756,2024-05-31,C0157,Net Banking,Returned
O02757,2024-11-26,C0761,UPI,Delivered
O02758,2025-06-21,C0769,Debit Card,Delivered
O02759,2025-01-17,C0747,Credit Card,Cancelled
O02760,2024-04-24,C0306,UPI,Delivered
O02761,2026-06-12,C0878,Debit Card,Delivered
O02762,2025-04-26,C0982,UPI,Delivered
O02763,2024-10-10,C0395,Net Banking,Delivered
O02764,2026-06-17,C0074,UPI,Delivered
O02765,2024-03-15,C0187,COD,Delivered
O02766,2024-06-14,C0574,UPI,Delivered
O02767,2024-07-07,C0337,Credit Card,Delivered
O02768,2024-03-18,C0676,COD,Delivered
O02769,2025-08-24,C0568,UPI,Delivered
O02770,2025-11-18,C0623,Credit Card,Delivered
O02771,2024-01-21,C0730,Credit Card,Delivered
O02772,2025-07-19,C0240,Credit Card,Delivered
O02773,2024-07-02,C0533,UPI,Delivered
O02774,2026-05-20,C0141,UPI,Delivered
O02775,2024-08-09,C0265,Debit Card,Delivered
O02776,2026-04-06,C0139,Credit Card,Delivered
O02777,2024-11-23,C0459,Debit Card,Delivered
O02778,2024-06-27,C0070,UPI,Delivered
O02779,2026-02-26,C0385,UPI,Delivered
O02780,2024-04-21,C0630,Credit Card,Delivered
O02781,2026-01-05,C0198,Credit Card,Delivered
O02782,2025-12-26,C0205,Credit Card,Delivered
O02783,2024-02-28,C0726,UPI,Delivered
O02784,2024-11-22,C0568,UPI,Returned
O02785,2026-06-23,C0799,UPI,Delivered
O02786,2025-09-12,C0982,UPI,Delivered
O02787,2026-06-15,C0805,UPI,Delivered
O02788,2025-10-30,C0687,Debit Card,Delivered
O02789,2024-07-09,C0859,Credit Card,Delivered
O02790,2024-07-18,C0882,Credit Card,Cancelled
O02791,2024-11-07,C0974,UPI,Delivered
O02792,2025-12-08,C0640,UPI,Delivered
O02793,2024-02-04,C0431,Credit Card,Delivered
O02794,2025-01-13,C0890,COD,Delivered
O02795,2025-01-21,C0325,Debit Card,Delivered
O02796,2026-01-27,C0442,Debit Card,Delivered
O02797,2024-08-24,C0804,Net Banking,Delivered
O02798,2025-09-07,C0288,Credit Card,Delivered
O02799,2025-06-02,C0226,UPI,Returned
O02800,2024-10-09,C0064,Debit Card,Delivered
O02801,2024-01-01,C0967,UPI,Cancelled
O02802,2025-12-31,C0938,Credit Card,Delivered
O02803,2025-04-08,C0560,Debit Card,Delivered
O02804,2024-08-17,C0714,Net Banking,Delivered
O02805,2024-06-20,C0498,UPI,Delivered
O02806,2024-03-27,C0849,Credit Card,Delivered
O02807,2025-07-06,C0926,Debit Card,Delivered
O02808,2024-05-02,C0917,Net Banking,Delivered
O02809,2026-04-22,C0060,Net Banking,Delivered
O02810,2024-10-24,C0397,COD,Delivered
O02811,2026-06-03,C0257,UPI,Delivered
O02812,2026-07-17,C0577,Credit Card,Delivered
O02813,2025-11-20,C0239,UPI,Delivered
O02814,2025-07-28,C0801,UPI,Delivered
O02815,2025-04-28,C0038,COD,Delivered
O02816,2024-06-13,C0025,COD,Delivered
O02817,2025-11-29,C0410,UPI,Delivered
O02818,2025-01-17,C0461,UPI,Delivered
O02819,2024-07-27,C0571,UPI,Cancelled
O02820,2026-01-08,C0988,Net Banking,Delivered
O02821,2025-03-07,C0417,UPI,Delivered
O02822,2025-01-23,C0357,UPI,Delivered
O02823,2025-07-13,C0383,UPI,Delivered
O02824,2024-08-11,C0809,Credit Card,Delivered
O02825,2024-01-03,C0158,COD,Returned
O02826,2025-01-06,C0569,UPI,Delivered
O02827,2025-11-17,C0433,Credit Card,Delivered
O02828,2025-03-21,C0048,UPI,Delivered
O02829,2025-09-02,C0328,Credit Card,Delivered
O02830,2024-04-25,C0433,Debit Card,Delivered
O02831,2024-09-26,C0431,UPI,Delivered
O02832,2025-03-22,C0056,UPI,Returned
O02833,2025-01-02,C0577,Net Banking,Delivered
O02834,2024-09-09,C0268,UPI,Delivered
O02835,2024-11-12,C0069,Debit Card,Cancelled
O02836,2025-02-18,C0728,Credit Card,Delivered
O02837,2024-04-04,C0902,UPI,Returned
O02838,2026-02-23,C0601,Debit Card,Delivered
O02839,2026-06-10,C0449,Net Banking,Delivered
O02840,2024-01-24,C0793,Credit Card,Delivered
O02841,2025-09-19,C0257,UPI,Delivered
O02842,2025-10-24,C0672,Credit Card,Delivered
O02843,2026-04-29,C0490,Credit Card,Delivered
O02844,2024-02-19,C0746,Credit Card,Delivered
O02845,2025-05-16,C0643,Debit Card,Delivered
O02846,2025-12-18,C0049,UPI,Returned
O02847,2025-05-12,C0659,Credit Card,Delivered
O02848,2024-11-30,C0316,Credit Card,Delivered
O02849,2024-03-19,C0413,UPI,Delivered
O02850,2025-08-04,C0434,Debit Card,Delivered
O02851,2024-01-27,C0002,UPI,Returned
O02852,2024-09-27,C0841,UPI,Delivered
O02853,2025-07-15,C0952,COD,Delivered
O02854,2026-03-14,C0145,UPI,Delivered
O02855,2024-09-03,C0956,UPI,Delivered
O02856,2026-02-14,C0366,Credit Card,Delivered
O02857,2025-08-13,C0420,COD,Delivered
O02858,2025-01-21,C0573,COD,Delivered
O02859,2025-12-02,C0785,Credit Card,Delivered
O02860,2025-07-12,C0561,UPI,Delivered
O02861,2024-12-26,C0844,COD,Delivered
O02862,2026-05-15,C0444,Credit Card,Delivered
O02863,2025-05-02,C0916,Credit Card,Delivered
O02864,2024-12-17,C0434,Net Banking,Delivered
O02865,2025-12-01,C0643,Credit Card,Delivered
O02866,2026-07-16,C0555,UPI,Delivered
O02867,2024-09-12,C0057,Net Banking,Delivered
O02868,2024-08-09,C0562,Credit Card,Delivered
O02869,2026-06-02,C0964,UPI,Delivered
O02870,2026-01-22,C0977,UPI,Delivered
O02871,2026-02-19,C0178,Credit Card,Delivered
O02872,2024-01-01,C0293,UPI,Delivered
O02873,2025-06-29,C0046,UPI,Delivered
O02874,2025-03-21,C0170,Debit Card,Delivered
O02875,2024-03-19,C0271,COD,Delivered
O02876,2024-08-23,C0417,Credit Card,Delivered
O02877,2024-11-29,C0848,Net Banking,Delivered
O02878,2026-06-07,C0139,Net Banking,Delivered
O02879,2024-12-14,C0247,Debit Card,Cancelled
O02880,2024-04-07,C0148,UPI,Delivered
O02881,2024-03-22,C0230,COD,Delivered
O02882,2025-05-16,C0792,Credit Card,Delivered
O02883,2025-04-21,C0637,UPI,Delivered
O02884,2026-07-15,C0704,UPI,Cancelled
O02885,2025-12-04,C0374,Net Banking,Delivered
O02886,2026-02-03,C0080,UPI,Delivered
O02887,2026-07-09,C0606,UPI,Cancelled
O02888,2025-07-03,C0738,Debit Card,Delivered
O02889,2024-01-14,C0065,COD,Delivered
O02890,2025-01-26,C0088,Debit Card,Delivered
O02891,2024-12-12,C0088,UPI,Delivered
O02892,2024-11-05,C0713,UPI,Delivered
O02893,2025-01-20,C0726,Debit Card,Returned
O02894,2024-07-27,C0204,UPI,Delivered
O02895,2024-12-22,C0913,Debit Card,Delivered
O02896,2025-08-23,C0382,UPI,Delivered
O02897,2025-07-21,C0601,COD,Delivered
O02898,2024-04-03,C0476,Credit Card,Delivered
O02899,2024-04-02,C0573,UPI,Delivered
O02900,2024-12-05,C0783,COD,Delivered
O02901,2025-08-19,C0606,UPI,Cancelled
O02902,2025-03-20,C0819,UPI,Delivered
O02903,2026-01-26,C0539,Net Banking,Delivered
O02904,2024-01-22,C0214,UPI,Delivered
O02905,2024-10-17,C0074,Credit Card,Delivered
O02906,2025-04-29,C0061,UPI,Delivered
O02907,2026-02-22,C0698,UPI,Delivered
O02908,2024-11-01,C0543,UPI,Delivered
O02909,2025-09-25,C0219,Debit Card,Delivered
O02910,2024-05-07,C0012,Debit Card,Delivered
O02911,2025-09-16,C0814,UPI,Cancelled
O02912,2026-07-27,C0415,UPI,Delivered
O02913,2024-09-29,C0032,COD,Delivered
O02914,2026-04-27,C0160,COD,Delivered
O02915,2025-03-17,C0237,Credit Card,Delivered
O02916,2025-05-17,C0739,Net Banking,Delivered
O02917,2024-05-09,C0181,Debit Card,Delivered
O02918,2024-05-11,C0829,UPI,Delivered
O02919,2025-08-19,C0558,UPI,Delivered
O02920,2026-07-23,C0341,UPI,Delivered
O02921,2025-04-26,C0458,Net Banking,Delivered
O02922,2026-05-11,C0080,Debit Card,Delivered
O02923,2025-01-24,C0647,Debit Card,Delivered
O02924,2025-08-15,C0772,UPI,Delivered
O02925,2024-11-20,C0987,Debit Card,Delivered
O02926,2024-03-09,C0820,Net Banking,Returned
O02927,2025-10-21,C0759,COD,Delivered
O02928,2025-03-23,C0473,UPI,Delivered
O02929,2025-06-11,C0671,Debit Card,Delivered
O02930,2026-03-29,C0715,UPI,Returned
O02931,2025-09-08,C0112,Debit Card,Delivered
O02932,2024-06-13,C0980,Debit Card,Delivered
O02933,2025-05-02,C0292,UPI,Delivered
O02934,2025-12-13,C0950,Net Banking,Delivered
O02935,2025-12-09,C0822,UPI,Delivered
O02936,2025-03-01,C0631,Net Banking,Delivered
O02937,2025-11-27,C0383,UPI,Delivered
O02938,2026-04-13,C0017,Debit Card,Delivered
O02939,2024-09-21,C0493,COD,Cancelled
O02940,2026-05-24,C0331,UPI,Delivered
O02941,2025-09-03,C0926,Credit Card,Delivered
O02942,2024-12-07,C0739,Credit Card,Delivered
O02943,2026-04-11,C0873,UPI,Cancelled
O02944,2025-12-26,C0486,Credit Card,Delivered
O02945,2024-10-04,C0406,Debit Card,Delivered
O02946,2025-11-04,C0117,COD,Delivered
O02947,2025-03-14,C0555,COD,Delivered
O02948,2024-06-05,C0880,Credit Card,Delivered
O02949,2025-02-25,C0115,Debit Card,Delivered
O02950,2024-09-07,C0795,Net Banking,Delivered
O02951,2026-05-27,C0549,Credit Card,Returned
O02952,2025-08-31,C0814,UPI,Delivered
O02953,2025-06-13,C0625,Credit Card,Delivered
O02954,2024-11-22,C0547,Net Banking,Delivered
O02955,2026-06-13,C0644,Credit Card,Delivered
O02956,2024-04-06,C0336,Debit Card,Delivered
O02957,2025-05-27,C0336,UPI,Delivered
O02958,2024-08-03,C0981,COD,Delivered
O02959,2024-05-11,C0922,Credit Card,Cancelled
O02960,2024-09-16,C0889,Debit Card,Delivered
O02961,2024-05-04,C0740,UPI,Delivered
O02962,2024-03-22,C0147,UPI,Cancelled
O02963,2024-10-09,C0122,Net Banking,Delivered
O02964,2025-11-13,C0081,COD,Delivered
O02965,2024-02-28,C0685,UPI,Delivered
O02966,2025-06-27,C0666,UPI,Delivered
O02967,2024-06-09,C0662,Credit Card,Delivered
O02968,2024-10-10,C0375,UPI,Delivered
O02969,2024-04-15,C0570,UPI,Delivered
O02970,2024-04-14,C0063,Net Banking,Delivered
O02971,2025-03-14,C0504,COD,Cancelled
O02972,2024-08-15,C0668,UPI,Delivered
O02973,2025-11-30,C0449,Credit Card,Delivered
O02974,2025-08-04,C0428,UPI,Delivered
O02975,2024-11-13,C0868,UPI,Delivered
O02976,2025-04-08,C0427,UPI,Delivered
O02977,2026-03-12,C0421,Credit Card,Delivered
O02978,2025-08-21,C0322,UPI,Delivered
O02979,2026-05-31,C0913,Credit Card,Cancelled
O02980,2026-05-23,C0680,UPI,Delivered
O02981,2025-04-16,C0166,UPI,Delivered
O02982,2024-02-25,C0597,UPI,Delivered
O02983,2025-09-16,C0957,COD,Delivered
O02984,2024-01-13,C0649,Debit Card,Cancelled
O02985,2025-03-15,C0461,COD,Delivered
O02986,2024-01-18,C0459,Credit Card,Delivered
O02987,2025-11-24,C0189,UPI,Delivered
O02988,2024-04-22,C0464,Credit Card,Delivered
O02989,2024-08-16,C0912,UPI,Delivered
O02990,2024-06-19,C0379,Debit Card,Delivered
O02991,2024-10-21,C0002,UPI,Delivered
O02992,2024-07-07,C0618,UPI,Delivered
O02993,2025-03-01,C0364,Credit Card,Delivered
O02994,2024-03-19,C0072,Credit Card,Delivered
O02995,2025-10-19,C0427,COD,Delivered
O02996,2026-07-07,C0638,Credit Card,Delivered
O02997,2024-06-30,C0170,Debit Card,Delivered
O02998,2025-05-13,C0205,UPI,Delivered
O02999,2026-03-08,C0825,COD,Delivered
O03000,2026-01-31,C0337,Credit Card,Delivered
O03001,2026-05-15,C0999,Debit Card,Delivered
O03002,2026-04-05,C0472,UPI,Returned
O03003,2025-12-08,C0195,Debit Card,Delivered
O03004,2026-04-14,C0670,UPI,Cancelled
O03005,2024-03-11,C0653,Credit Card,Delivered
O03006,2024-09-04,C0275,COD,Delivered
O03007,2024-05-25,C0007,COD,Delivered
O03008,2025-09-09,C0905,Credit Card,Delivered
