CustomerID,CustomerName,Gender,Age,City,SignupDate,Region
C0900,Customer_0900,Male,57,Hyderabad,2025-04-04,South
C0901,Customer_0901,Male,48,Pune,2024-11-30,West
C0902,Customer_0902,Female,51,Delhi,2024-07-19,North
C0903,Customer_0903,Female,41,Pune,2024-11-10,West
C0904,Customer_0904,Male,52,Delhi,2024-01-26,North
C0905,Customer_0905,Male,23,Mumbai,2023-07-31,West
C0906,Customer_0906,Female,36,Hyderabad,2024-01-19,South
C0907,Customer_0907,Female,47,Delhi,2023-12-08,North
C0908,Customer_0908,Male,24,Ahmedabad,2025-04-23,West
C0909,Customer_0909,Male,27,Kolkata,2025-11-27,East
C0910,Customer_0910,Female,58,Delhi,2024-02-24,North
C0911,Customer_0911,Male,49,Delhi,2025-01-20,North
C0912,Customer_0912,Male,51,Kolkata,2023-11-02,East
C0913,Customer_0913,Male,45,Hyderabad,2024-12-02,South
C0914,Customer_0914,Female,32,Hyderabad,2025-05-18,South
C0915,Customer_0915,Female,47,Kolkata,2024-06-20,East
C0916,Customer_0916,Female,54,Pune,2023-07-25,West
C0917,Customer_0917,Female,46,Ahmedabad,2024-05-10,West
C0918,Customer_0918,Female,39,Lucknow,2025-12-06,North
C0919,Customer_0919,Female,21,Chennai,2024-05-18,South
C0920,Customer_0920,Female,37,Ahmedabad,2025-11-11,West
C0921,Customer_0921,Male,49,Hyderabad,2023-08-01,South
C0922,Customer_0922,Male,53,Lucknow,2023-11-06,North
C0923,Customer_0923,Male,21,Mumbai,2024-10-22,West
C0924,Customer_0924,Male,44,Bengaluru,2025-01-22,South
C0925,Customer_0925,Male,34,Delhi,2023-09-29,North
C0926,Customer_0926,Male,29,Kolkata,2025-07-26,East
C0927,Customer_0927,Male,39,Kolkata,2023-02-01,East
C0928,Customer_0928,Female,34,Delhi,2024-03-18,North
C0929,Customer_0929,Female,27,Bengaluru,2023-06-11,South
C0930,Customer_0930,Male,18,Chennai,2025-02-05,South
C0931,Customer_0931,Male,39,Bengaluru,2023-09-11,South
C0932,Customer_0932,Female,43,Lucknow,2024-06-04,North
C0933,Customer_0933,Male,35,Bengaluru,2025-09-03,South
C0934,Customer_0934,Male,31,Lucknow,2023-01-10,North
C0935,Customer_0935,Female,46,Bengaluru,2024-12-26,South
C0936,Customer_0936,Male,29,Chennai,2024-05-19,South
C0937,Customer_0937,Female,53,Chennai,2025-02-23,South
C0938,Customer_0938,Male,52,Hyderabad,2024-03-11,South
C0939,Customer_0939,Female,29,Delhi,2023-06-02,North
C0940,Customer_0940,Female,24,Chennai,2025-07-05,South
C0941,Customer_0941,Female,46,Lucknow,2025-05-18,North
C0942,Customer_0942,Male,28,Chennai,2025-01-22,South
C0943,Customer_0943,Female,50,Hyderabad,2024-07-16,South
C0944,Customer_0944,Male,23,Kolkata,2024-05-03,East
C0945,Customer_0945,Male,32,Lucknow,2025-06-13,North
C0946,Customer_0946,Male,49,Hyderabad,2023-04-14,South
C0947,Customer_0947,Male,28,Pune,2025-10-21,West
C0948,Customer_0948,Female,40,Pune,2025-10-03,West
C0949,Customer_0949,Female,43,Mumbai,2024-02-11,West
C0950,Customer_0950,Male,51,Bengaluru,2023-06-16,South
C0951,Customer_0951,Male,51,Delhi,2024-05-23,North
C0952,Customer_0952,Female,46,Jaipur,2023-11-09,North
C0953,Customer_0953,Male,21,Ahmedabad,2025-02-01,West
C0954,Customer_0954,Female,34,Hyderabad,2024-11-11,South
C0955,Customer_0955,Male,52,Kolkata,2024-04-21,East
C0956,Customer_0956,Male,30,Ahmedabad,2023-03-14,West
C0957,Customer_0957,Female,58,Kolkata,2024-08-04,East
C0958,Customer_0958,Male,56,Ahmedabad,2023-09-19,West
C0959,Customer_0959,Female,32,Hyderabad,2023-09-02,South
C0960,Customer_0960,Male,46,Jaipur,2024-07-14,North
C0961,Customer_0961,Male,46,Ahmedabad,2023-06-24,West
C0962,Customer_0962,Male,28,Hyderabad,2023-04-19,South
C0963,Customer_0963,Female,49,Chennai,2023-07-02,South
C0964,Customer_0964,Male,19,Jaipur,2023-07-11,North
C0965,Customer_0965,Male,31,Lucknow,2023-03-06,North
C0966,Customer_0966,Male,37,Kolkata,2025-08-20,East
C0967,Customer_0967,Male,39,Pune,2025-05-13,West
C0968,Customer_0968,Female,28,Bengaluru,2024-01-04,South
C0969,Customer_0969,Female,44,Pune,2025-04-30,West
C0970,Customer_0970,Male,20,Jaipur,2023-02-12,North
C0971,Customer_0971,Female,34,Lucknow,2024-05-02,North
C0972,Customer_0972,Male,45,Kolkata,2023-03-19,East
C0973,Customer_0973,Male,46,Lucknow,2025-04-05,North
C0974,Customer_0974,Male,38,Ahmedabad,2024-11-04,West
C0975,Customer_0975,Female,33,Kolkata,2024-12-01,East
C0976,Customer_0976,Female,54,Ahmedabad,2025-01-28,West
C0977,Customer_0977,Female,37,Hyderabad,2024-12-28,South
C0978,Customer_0978,Female,23,Jaipur,2025-07-13,North
C0979,Customer_0979,Female,36,Hyderabad,2025-06-20,South
C0980,Customer_0980,Female,22,Mumbai,2025-06-07,West
C0981,Customer_0981,Female,20,Lucknow,2025-09-19,North
C0982,Customer_0982,Female,18,Ahmedabad,2023-12-05,West
C0983,Customer_0983,Female,55,Chennai,2023-07-12,South
C0984,Customer_0984,Male,32,Hyderabad,2023-10-10,South
C0985,Customer_0985,Female,51,Mumbai,2024-01-25,West
C0986,Customer_0986,Female,52,Delhi,2025-09-26,North
C0987,Customer_0987,Female,42,Pune,2024-06-08,West
C0988,Customer_0988,Female,41,Kolkata,2024-10-20,East
C0989,Customer_0989,Female,29,Mumbai,2024-12-16,West
C0990,Customer_0990,Female,35,Jaipur,2025-06-09,North
C0991,Customer_0991,Female,32,Hyderabad,2024-03-27,South
C0992,Customer_0992,Female,33,Jaipur,2024-03-03,North
C0993,Customer_0993,Female,44,Pune,2025-11-11,West
C0994,Customer_0994,Female,25,Chennai,2025-06-01,South
C0995,Customer_0995,Female,42,Lucknow,2023-11-09,North
C0996,Customer_0996,Male,34,Lucknow,2025-04-19,North
C0997,Customer_0997,Male,46,Jaipur,2024-06-02,North
C0998,Customer_0998,Female,25,Ahmedabad,2024-01-10,West
C0999,Customer_0999,Female,32,Chennai,2024-03-26,South
C1000,Customer_1000,Male,44,Lucknow,2025-10-11,North
